,Subject,obs,block,MMI,slope,IntersectionY,X_allocation,Y_allocation,RT,SV,ChoiceDifficulty
0,101,1,1,0.00031430652221664523,-0.5929285925064885,49.719476000711595,70.9,7.7,4.062660819313653,18.577625163820272,0.05169565243074167
1,101,2,1,0.05458005986777337,-0.24576772925779386,19.67889971944904,65.9,3.5,5.280049892475196,16.47506883651684,0.24485315048229048
2,101,3,1,0.05705698696671746,-0.625715827,37.92609117,30.8,18.6,5.8033177530032685,14.142302730408112,0.049971826817806986
3,101,4,1,0.037696092687547145,-0.7448674337942885,55.01221523662917,68.2,4.2,5.078641927308161,17.08606881625918,0.030996384420468003
4,101,5,1,0.0004954346699572731,-3.6485586526009204,70.3723065412974,0.7,68.0,5.708947681726579,15.66480943092973,0.21658781901984056
5,101,6,1,0.13480203588008,-1.242326106971362,54.256778688288534,0.0,54.3,4.93842620151875,12.860064176208398,0.027891908109468972
6,101,7,1,0.016301069258501277,-3.5942340857823645,89.01334441613639,2.6,79.7,7.089711367442624,18.346608077213993,0.19863286670468774
7,101,8,1,0.007468245088431913,-0.5556707478173203,44.564796088265204,60.9,10.7,4.561377585334607,17.744076487987154,0.060446704188080444
8,101,9,1,0.06886782359269172,-9.438222256388787,92.74279835921718,1.2,81.4,5.375325562890238,18.030987853467533,0.668963991488542
9,101,10,1,0.0065706936040893504,-0.7499713511226372,60.24468525966624,49.5,23.1,3.5804543330503837,18.612766328753178,0.02983977200600721
10,101,11,1,0.017560665185465618,-1.3791477766152722,50.11103568737985,15.7,28.5,3.817836318389338,13.021909161494623,0.036733129838878505
11,101,12,1,0.0014793233534615702,-1.5414961370508744,85.23425057431028,14.0,63.6,3.9631369833405983,19.005458969401097,0.04161396630597549
12,101,13,1,0.022447298169657626,-0.805715176714275,48.27825062604894,28.8,25.1,3.1326126172901816,15.107888915935224,0.027172144852531176
13,101,14,1,0.010316972165918203,-0.8893541665880802,51.79325787156424,28.1,26.8,4.449747700080055,15.30588879792657,0.022062605374944665
14,101,15,1,0.00827877449772696,-0.4989943517013845,42.560204580165475,67.8,8.7,4.92255044489067,18.353217139003654,0.07445382519026399
15,101,16,1,0.0027942542415755334,-0.17058944906455256,11.352882841579481,66.6,0.0,4.042136320442029,14.91948700765449,0.41745076344864307
16,101,17,1,0.0229871298878338,-0.2509650150191581,19.97975919731295,71.0,2.2,4.41090776050163,16.821455137592203,0.23857658451989902
17,101,18,1,0.0023353239720087515,-0.971417969,63.01113657,32.2,31.7,3.888946981396579,17.089369524884983,0.018445616974621572
18,101,19,1,0.011660148621720157,-0.6222018078846381,44.22560285571172,48.5,14.0,4.394287601381824,16.423445502312315,0.04844104885135338
19,101,20,1,0.022074394456018664,-0.42036259407029136,21.91346463501883,41.1,4.6,4.038450230082554,12.538499255867045,0.11865307530998007
20,101,21,1,0.03627458418793972,-7.415925328404063,87.85537943527211,1.0,80.2,5.638380378202349,17.75025027023837,0.5118135404676543
21,101,22,1,0.0013308001267744451,-7.747363700299336,57.362153324413356,0.0,57.4,4.944107628646395,13.39012701573358,0.6058746508348098
22,101,23,1,0.002050008441810469,-1.15516077015394,97.26188691327171,35.7,56.0,5.586490151307504,22.197170102442193,0.020205538013073093
23,101,24,1,0.025061740652755793,-0.5753259157991375,30.410901977333072,34.8,10.4,5.475043800811658,12.99179985438438,0.06273052503894498
24,101,25,1,0.046193553293445766,-2.313339545064245,73.21503920380779,9.3,51.7,5.169504009389252,15.808755807185777,0.10214898605603223
25,101,26,2,0.05759501478763873,-2.542332297524516,53.16344521062181,6.1,37.6,4.581829334408782,12.344385300648735,0.13206138832097927
